9634	6072|9634|9401|106170|20039|4231|8547|105690|67221|9027
105860	2580|105873|105842|105860|37497|4231|9027|9401|67221|105745
6434	2465|2580|6434|8832|8547|9514|14725|79451|9027|9051
106036	106036|14725|6934|6434|8832|8547|10127|20039|6072|9401
20037	20037|9514|8832|6434|9027|79451|8547|105748|9051|37497
106034	67201|2580|11032|105767|2579|6072|114746|106012|106034|105903
9401	6072|9027|105873|19657|118051|10127|2579|114746|67201|4231|73017|9779|2461|4237|80125|79451|80663|14725|87247|17952|2572|17104|106010|12043|138170|8547|105844|32170|105879|8832|106155|9514
137965	137965|138170|14725|8832|6434|9514|8547|105873|79451|9770
37497	6072|2580|37497|79451|9027|9779|6434|8832|9051|8547
2580	8832|9779|105879|6434|114746|2580|14725|8547|6434|8832
67221	8547|7241|2572|105671|105745|4231|11032|2579|2575|114746|8832|36089|106010|106155|67201|19657|6072
9740	9778|67201|105767|9740|105748|9027|105678|9778|9779|9051
9027	8547|9401|20039|67201|114746|105678|9770|4231|80125|19657|79451|2579|6072|105879|8832|9514|14725|67221
19906	2580|19906|105903|4231|7241|2579|67221|32170|105671|105720
106146	12043|6072|87247|106146|9401|10127|8547|36089|6072|6434
106145	7241|2579|32170|105873|2572|9051|105697|106145|7241|19906
106143	6072|106143|9027|9740|9051|12841|9401|106067|8547|105678
105879	9514|2580|105873|2465|105879|118051|6072|8547|36089|67221
17952	6072|67201|17104|17952|80663|14725|51160|2579|6434|8832
105873	32170|2576|105879|105873|8832|6434|79451|14725|8547|9514
19993	6072|8547|19993|9027|8832|105748|8547|20039|6434|9770
10499	6072|20039|14725|87247|17952|8832|10499|10127|9401|118051
2572	114746|80663|17104|2575|8547|2461|11032|6072|65828|12043|4237|51160|80125|55035|18589|20039|67221|19906|105879|106012|9514|4231|2579|2574
8832	73017|14725|87247|17952|17104|8832|6434|9514|8547|79451
17104	2572|11032|2575|114746|105873|67201|2461|19657|7241|55035|2579|32170|36089
105884	6072|105671|105884|9401|4231|67221|36089|9634|8547|9027
105885	6072|14725|4231|90322|79451|114746|105860|105885|8547|4231
106095	2575|114746|4231|106067|2579|2574|18578|2580|12043|106095
36089	4231|6072|67201|37497|2572|12043|36089|8547|4231|9401
106010	106010|9027|105748|8832|19993|79451|6434|9514|9770|8547
106012	9634|2572|8832|106012|8547|9051|106155|9740|8832|20039
9051	67201|19657|2579|2575|105988|9051|8547|9027|6434|8832
106019	8547|105745|67201|4231|7241|117954|6934|2575|6072|32170|114746|67221|105873|106155
22521	22521|14725|8832|6434|9770|8547|105873|10127|9772|9027
106155	67201|2579|67221|118051|19657|79451|7241|2575|6072|114746|2580|2572|106010|106012
105720	67201|114746|67221|65828|8547|4231|51160|80125|19657|79451|11032|7241|117954|2579|2575|6072|105715|32170|2580|105873|2572|17104|12043
65828	2575|2461|114746|4237|11032|55035|2574|2572|115645|2465|17104
90981	6072|90981|8832|6434|79451|105873|9779|105678|9514|9778
95458	13286|2579|2580|105873|2572|8832|17104|95458|6434|9027
105893	90322|2465|105893|67221|32170|4231|7241|105903|105720|19906
106081	106081|9027|9401|79451|9770|10127|105745|8547|8832|105678
19886	115645|2574|114746|2465|4237|11032|105767|65828|19886|114746
106085	6072|106085|9401|9634|106067|9770|10127|106170|8547|6072
12043	11032|2579|2580|106146|105873|12043|105903|105720|105697|19906
106005	106005|11032|114746|2572|19886|2575|2574|17104|2465|4237
105842	105842|105697|105720|106019|106095|106042|18578|32170|105823|105903
138170	14725|137965|138170|14725|8832|6434|9514|8547|105873|79451
105690	14725|105690|9027|20039|8547|9401|9051|6434|105748|4231
105697	17104|2575|2572|114746|7241|2579|105745|67201|4231|67221|8832|106012
9514	105879|8547|67201|118051|19657|20039|9401|17952|2572|106085
